file,mode,block_id,level,parent_id,marker,rank,num,prefix,heading,body,split_src,confidence,flags,why
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p71,4,p67,alpha,8,c,c),"Đảm bảo hệ thống hoạt động liên tục, ổn định, đảm bảo an toàn thông tin; d) Chủ trì thực hiện việc hướng dẫn sử dụng, hỗ trợ vận hành hệ thống. 2. Quản lý việc đăng ký sử dụng thông tin hóa đơn điện tử, chứng từ điện tử của bên sử dụng thông tin. 3. Triển khai, công bố địa chỉ thư điện tử và số điện thoại phục vụ việc cung cấp thông tin hóa đơn điện tử, chứng từ điện tử. 4. Xây dựng, công bố các yêu cầu kỹ thuật để kết nối với Cổng thông tin hóa đơn điện tử. 5. Trường hợp tạm ngừng cung cấp thông tin hóa đơn điện tử, Tổng cục Thuế thực hiện thông báo với các bên sử dụng thông tin. Nội dung thông báo phải nêu rõ khoảng thời gian dự kiến phục hồi các hoạt động cung cấp thông tin. Điều 53. Trách nhiệm của bên sử dụng thông tin 1. Sử dụng thông tin hóa đơn điện tử đúng mục đích, phục vụ cho hoạt động nghiệp vụ theo chức năng, nhiệm vụ của bên sử dụng thông tin, đúng quy định của pháp luật về bảo vệ bí mật nhà nước. 2. Trang bị đầy đủ phương tiện, trang thiết bị kỹ thuật để bảo đảm thực hiện việc tra cứu, kết nối, sử dụng thông tin hóa đơn điện tử. 3. Thực hiện đăng ký để được cấp quyền truy cập, khai thác, sử dụng thông tin hóa đơn điện tử. 4. Quản lý, bảo mật thông tin tài khoản truy cập Cổng thông tin điện tử, số điện thoại nhận tin nhắn tra cứu thông tin hóa đơn điện tử, chứng từ điện tử do Tổng cục Thuế cấp. 5. Đảm bảo việc xây dựng, triển khai, vận hành hệ thống tiếp nhận thông tin hóa đơn điện tử. Điều 54. Kinh phí thực hiện Kinh phí thực hiện việc tra cứu, cung cấp, sử dụng thông tin hóa đơn điện tử của các cơ quan quản lý nhà nước theo quy định tại Quy chế này được cấp từ ngân sách nhà nước trên cơ sở dự toán kinh phí hàng năm được phê duyệt cho các cơ quan, đơn vị theo quy định của pháp luật. Chương V. QUYỀN, NGHĨA VỤ, TRÁCH NHIỆM CỦA CÁC TỔ CHỨC, CÁ NHÂN TRONG QUẢN LÝ, SỬ DỤNG HÓA ĐƠN, CHỨNG TỪ Điều 55. Quyền và nghĩa vụ của tổ chức, cá nhân bán hàng hóa, cung cấp dịch vụ 1. Tổ chức, cá nhân bán hàng hóa, cung cấp dịch vụ có quyền","a) Tạo hóa đơn điện tử không có mã của cơ quan thuế để sử dụng nếu đáp ứng các yêu cầu theo quy định tại khoản 2 Điều 91 Luật Quản lý thuế số 38/2019/QH14; b) Sử dụng hóa đơn điện tử có mã của cơ quan thuế nếu thuộc trường hợp và đối tượng quy định tại khoản 1, 3, 4 Điều 91 Luật Quản lý thuế số 38/2019/QH14; c) Sử dụng hóa đơn do cơ quan thuế đặt in theo quy định tại Điều 24 Nghị định này; d) Sử dụng hóa đơn hợp pháp để phục vụ cho các hoạt động kinh doanh; đ) Khiếu kiện các tổ chức, cá nhân có hành vi xâm phạm các quyền tạo, phát hành và sử dụng hóa đơn hợp pháp. 2. Tổ chức, cá nhân bán hàng hóa, cung cấp dịch vụ có nghĩa vụ: a) Lập và giao hóa đơn khi bán hàng hóa, cung cấp dịch vụ cho khách hàng; b) Quản lý các hoạt động tạo hóa đơn theo quy định tại Nghị định này; c) Đăng ký sử dụng hóa đơn điện tử theo Điều 15 Nghị định này nếu sử dụng hóa đơn điện tử và chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế trong trường hợp sử dụng hóa đơn điện tử không có mã của cơ quan thuế theo quy định tại Điều 22 Nghị định này; d) Công khai cách thức tra cứu, nhận file gốc hóa đơn điện tử của người bán tới người mua hàng hóa, dịch vụ; đ) Báo cáo việc sử dụng hóa đơn cho cơ quan thuế quản lý trực tiếp trong trường hợp mua hóa đơn của cơ quan thuế theo Mẫu số BC26/HĐG Phụ lục IA ban hành kèm theo Nghị định này;",dấu :,0.8,needs_split,ký hiệu:alpha
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p73,4,p67,alpha,8,e,e),"Gửi gửi dữ liệu hóa đơn đến cơ quan thuế đối với trường hợp mua hóa đơn của cơ quan thuế theo Mẫu số 01/TH- HĐĐT Phụ lục IA ban hành kèm theo Nghị định này cùng với việc nộp tờ khai thuế giá trị gia tăng. Điều 56. Trách nhiệm của người mua hàng hóa, dịch vụ 1. Yêu cầu người bán lập và giao hóa đơn khi mua hàng hóa, dịch vụ. 2. Cung cấp chính xác thông tin cần thiết để người bán lập hóa đơn. 3. Ký các liên hóa đơn đã ghi đầy đủ nội dung trong trường hợp các bên có thỏa thuận về việc người mua ký trên hóa đơn. 4. Sử dụng hóa đơn đúng mục đích. 5. Cung cấp thông tin trên hóa đơn cho các cơ quan có thẩm quyền khi được yêu cầu, trường hợp sử dụng hóa đơn do cơ quan thuế đặt in thì phải cung cấp hóa đơn bản gốc, trường hợp sử dụng hóa đơn điện tử thì thực hiện quy định về việc tra cứu, cung cấp, sử dụng thông tin hóa đơn điện tử. Điều 57. Trách nhiệm của cơ quan thuế trong quản lý hóa đơn, chứng từ điện tử 1. Tổng cục Thuế có trách nhiệm","a) Xây dựng cơ sở dữ liệu về hóa đơn điện tử, hóa đơn do cơ quan thuế đặt in, chứng từ điện tử để phục vụ công tác quản lý thuế, phục vụ công tác quản lý nhà nước của các cơ quan khác của nhà nước (công an, quản lý thị trường, bộ đội biên phòng, các cơ quan có liên quan), phục vụ nhu cầu xác minh, đối chiếu hóa đơn của các doanh nghiệp, tổ chức, cá nhân; b) Thông báo các loại hóa đơn, chứng từ đã được phát hành, được báo mất, không còn giá trị sử dụng. 2. Cục Thuế địa phương có trách nhiệm: a) Quản lý hoạt động tạo, phát hành hóa đơn, chứng từ của các tổ chức, cá nhân trên địa bàn; b) Đặt in, phát hành các loại hóa đơn để bán cho các đối tượng theo quy định tại Nghị định này; c) Thanh tra, kiểm tra hoạt động tạo, phát hành và sử dụng hóa đơn, chứng từ trên địa bàn. 3. Chi cục Thuế địa phương có trách nhiệm: a) Kiểm tra việc sử dụng hóa đơn bán hàng hóa, cung cấp dịch vụ; sử dụng chứng từ điện tử trong phạm vi được phân cấp quản lý thuế; b) Theo dõi, kiểm tra hoạt động hủy hóa đơn, chứng từ theo quy định của Bộ Tài chính trong phạm vi được phân cấp quản lý thuế. Điều 58. Trách nhiệm chia sẻ, kết nối thông tin, dữ liệu hóa đơn điện tử 1. Các doanh nghiệp, tổ chức kinh tế sản xuất, kinh doanh ở các lĩnh vực: điện lực; xăng dầu; bưu chính viễn thông; vận tải hàng không, đường bộ, đường sắt, đường biển, đường thủy; nước sạch; tài chính tín dụng; bảo hiểm; y tế; kinh doanh thương mại điện tử; kinh doanh siêu thị; thương mại thực hiện hóa đơn điện tử và cung cấp dữ liệu hóa đơn điện tử theo định dạng dữ liệu do Tổng cục Thuế công bố. 2. Các tổ chức tín dụng, tổ chức cung ứng dịch vụ thanh toán cung cấp dữ liệu điện tử về giao dịch thanh toán qua tài khoản của các tổ chức, cá nhân khi có yêu cầu bằng văn bản của cơ quan thuế việc cung cấp thông tin khách hàng thực hiện theo quy định của pháp luật về ngân hàng. 3. Tổ chức sản xuất, nhập khẩu những sản phẩm chịu thuế tiêu thụ đặc biệt thuộc đối tượng sử dụng tem theo quy định của pháp luật thực hiện kết nối thông tin về in và sử dụng tem, tem điện tử giữa tổ chức sản xuất, nhập khẩu với cơ quan quản lý thuế. Thông tin về in, sử dụng tem điện tử là cơ sở để lập, quản lý và xây dựng cơ sở dữ liệu hóa đơn điện tử. Các đối tượng sử dụng tem có trách nhiệm chi trả chi phí in và sử dụng tem theo quy định của Bộ trưởng Bộ Tài chính. 4. Các tổ chức, đơn vị: Cơ quan quản lý thị trường, Tổng cục quản lý đất đai, Tổng cục địa chất và khoáng sản Việt Nam, cơ quan công an, giao thông, y tế và các cơ quan khác có liên quan kết nối chia sẻ thông tin, dữ liệu liên quan cần thiết trong lĩnh vực quản lý của đơn vị với Tổng cục Thuế để xây dựng cơ sở dữ liệu hóa đơn điện tử. Chương VI. ĐIỀU KHOẢN THI HÀNH",dấu :,0.8,needs_split,ký hiệu:alpha
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p75,2,p0,dieu,4,59,Điều 59.,"Hiệu lực thi hành 1. Nghị định này có hiệu lực thi hành kể từ ngày 01 tháng 7 năm 2022, khuyến khích cơ quan, tổ chức, cá nhân đáp ứng điều kiện về hạ tầng công nghệ thông tin áp dụng quy định về hóa đơn, chứng từ điện tử của Nghị định này trước ngày 01 tháng 7 năm 2022. 2. Nghị định số","51/2010/NĐ-CP ngày 14 tháng 5 năm 2010 của Chính phủ quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ, Nghị định số 04/2014/NĐ-CP ngày 17 tháng 01 năm 2014 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 51/2010/NĐ-CP quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ, Nghị định số 119/2018/NĐ-CP ngày 12 tháng 9 năm 2018 của Chính phủ quy định về hóa đơn điện tử khi bán hàng hóa, cung cấp dịch vụ tiếp tục có hiệu lực thi hành đến ngày 30 tháng 6 năm 2022. 3. Bãi bỏ khoản 2 và khoản 4 Điều 35 Nghị định số 119/2018/NĐ-CP ngày 12 tháng 9 năm 2018 của Chính phủ quy định về hóa đơn điện tử kể từ ngày 01 tháng 11 năm 2020. 4. Bãi bỏ khoản 12 Điều 5 Nghị định số 12/2015/NĐ-CP ngày 12 tháng 01 năm 2015 của Chính phủ quy định chi tiết thi hành Luật sửa đổi, bổ sung một số điều của các Luật về thuế và sửa đổi, bổ sung một số điều của các Nghị định về thuế. 5. Việc quản lý, sử dụng hóa đơn bán tài sản công khi xử lý tài sản công (hóa đơn bằng giấy do Bộ Tài chính đặt in) tiếp tục thực hiện theo quy định tại Nghị định số 151/2017/NĐ-CP ngày 26 tháng 12 năm 2017 của Chính phủ quy định chi tiết một số điều của Luật Quản lý, sử dụng tài sản công. 6. Việc quản lý, sử dụng hóa đơn bán hàng dự trữ quốc gia khi bán hàng dự trữ quốc gia (hóa đơn bằng giấy) tiếp tục thực hiện theo quy định tại Thông tư số 16/2012/TT-BTC ngày 08 tháng 02 năm 2012 của Bộ Tài chính. Trường hợp có thông báo chuyển đổi áp dụng hóa đơn điện tử bán hàng dự trữ quốc gia thì các đơn vị thực hiện chuyển đổi theo quy định. Điều 60. Xử lý chuyển tiếp 1. Doanh nghiệp, tổ chức kinh tế đã thông báo phát hành hóa đơn đặt in, hóa đơn tự in, hóa đơn điện tử không có mã của cơ quan thuế hoặc đã đăng ký áp dụng hóa đơn điện tử có mã của cơ quan thuế, đã mua hóa đơn của cơ quan thuế trước ngày Nghị định này được ban hành thì được tiếp tục sử dụng hóa đơn đang sử dụng kể từ ngày Nghị định này được ban hành đến hết ngày 30 tháng 6 năm 2022 và thực hiện các thủ tục về hóa đơn theo quy định tại các Nghị định: số 51/2010/NĐ-CP ngày 14 tháng 5 năm 2010 và số 04/2014/NĐ-CP ngày 17 tháng 01 năm 2014 của Chính phủ quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ. Trường hợp từ ngày Nghị định này được ban hành đến ngày 30 tháng 6 năm 2022, trường hợp cơ quan thuế thông báo cơ sở kinh doanh chuyển đổi để áp dụng hóa đơn điện tử theo quy định tại Nghị định này hoặc Nghị định số 119/2018/NĐ-CP ngày 12 tháng 9 năm 2018, nếu cơ sở kinh doanh chưa đáp ứng điều kiện về hạ tầng công nghệ thông tin mà tiếp tục sử dụng hóa đơn theo các hình thức nêu trên thì cơ sở kinh doanh thực hiện gửi dữ liệu hóa đơn đến cơ quan thuế theo Mẫu số 03/DL- HĐĐT Phụ lục IA ban hành kèm theo Nghị định này cùng với việc nộp tờ khai thuế giá trị gia tăng. Cơ quan thuế xây dựng dữ liệu hóa đơn của các cơ sở kinh doanh để đưa vào cơ sở dữ liệu hóa đơn và đăng tải trên Cổng thông tin điện tử của Tổng cục Thuế phục vụ việc tra cứu dữ liệu hóa đơn. 2. Đối với cơ sở kinh doanh mới thành lập trong thời gian từ ngày Nghị định này được ban hành đến ngày 30 tháng 6 năm 2022, hường hợp cơ quan thuế thông báo cơ sở kinh doanh thực hiện áp dụng hóa đơn điện tử theo quy định tại Nghị định này thì cơ sở kinh doanh thực hiện theo hướng dẫn của cơ quan thuế. Trường hợp chưa đáp ứng điều kiện về hạ tầng công nghệ thông tin mà tiếp tục sử dụng hóa đơn theo quy định tại các Nghị định: số 51/2010/NĐ-CP ngày 14 tháng 5 năm 2010 và số 04/2014/NĐ-CP ngày 17 tháng 01 năm 2014 của Chính phủ quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ thì thực hiện như các cơ sở kinh doanh nêu tại khoản 1 Điều này. 3. Bộ Tài chính hướng dẫn cụ thể Điều này. Điều 61. Trách nhiệm thi hành 1. Bộ trưởng Bộ Tài chính có trách nhiệm chủ trì, phối hợp với Ủy ban nhân dân các tỉnh thành phố thực hiện triển khai việc kết nối thông tin từ máy tính tiền để quản lý doanh thu bán lẻ của các hộ, cá nhân kinh doanh theo quy định tại Nghị định này. 2. Các Bộ trưởng, Thủ trưởng cơ quan ngang bộ, Thủ trưởng cơ quan thuộc Chính phủ, căn cứ chức năng, nhiệm vụ được giao có trách nhiệm triển khai thực hiện Nghị định này.",payload,0.8,needs_split,ký hiệu:dieu
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p77,3,p75,num,6,3,3.,"Chủ tịch Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương chỉ đạo các cơ quan, đơn vị trên địa bàn phối hợp để triển khai thực hiện Nghị định này./. Nơi nhận","TM. CHÍNH PHỦ - Ban Bí thư Trung ương Đảng; THỦ TƯỚNG - Thủ tướng, các Phó Thủ tướng Chính phủ; - Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; - HĐND, UBND các tỉnh, thành phố trực thuộc trung ương; - Văn phòng Trung ương và các Ban của Đảng; - Văn phòng Tổng Bí thư; - Văn phòng Chủ tịch nước; Nguyễn Xuân Phúc - Hội đồng Dân tộc và các Ủy ban của Quốc hội; - Văn phòng Quốc hội; - Tòa án nhân dân tối cao; - Viện kiểm sát nhân đân tối cao; - Kiểm toán Nhà nước; - Ủy ban Giám sát tài chính Quốc gia; - Ngân hàng Chính sách xã hội; - Ngân hàng Phát triển Việt Nam; - Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam; - Cơ quan trung ương của các đoàn thể; - VPCP: BTCN, các PCN, Trợ lý TTg, TGĐ cổng TTĐT, các Vụ, Cục, đơn vị trực thuộc, Công báo; - Lưu: VT, KTTH (2b). Phụ lục IA HỒ SƠ HÓA ĐƠN, CHỨNG TỪ - NGƯỜI NỘP THUẾ (Kèm theo Nghị định số 123/2020/NĐ-CP ngày 19 tháng 10 năm 2020 của Chính phủ) _____________________ Điều, Chương có liên Mẫu số Tên hồ sơ, mẫu biểu quan 1. Hóa đơn điện tử 01/ĐKTĐ-HĐĐT Tờ khai đăng ký/thay đổi thông tin sử dụng hóa đơn điện tử Điều 15 04/SS-HĐĐT Thông báo hóa đơn điện tử có sai sót Điều 19 Đơn đề nghị cấp hóa đơn điện tử có mã của CQT theo từng lần phát 06/ĐN-PSĐT Khoản 2 Điều 13 sinh 01/TH-HĐĐT Bảng tổng hợp dữ liệu hóa đơn điện tử Khoản 2 Điều 22 03/DL-HĐĐT Tờ khai dữ liệu hóa đơn, chứng từ hàng hóa, dịch vụ bán ra Khoản 1 Điều 60 2. Hóa đơn do cơ quan thuế đặt in 02/ĐN-HĐG Đơn đề nghị mua hóa đơn Điều 24 02/CK-HĐG Cam kết Điều 24 02/HUY-HĐG Thông báo kết quả tiêu hủy hóa đơn giấy Điều 27 BC21/HĐG Báo cáo mất, cháy, hỏng hóa đơn giấy Điều 28",dấu :,0.8,needs_split,ký hiệu:num
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p85,3,p75,num,6,2,2.,"Tên người mua hàng hóa, dịch vụ",".............................................................................. 3. Địa chỉ người mua hàng hóa, dịch vụ:......................................................................... 4. Mã số thuế người mua hàng hóa, dịch vụ:................................................................... 5. Số, ngày hợp đồng mua bán hàng hóa, dịch vụ (nếu có):............................................. 6. Doanh thu phát sinh:.............................................................................................. Chúng tôi xin cam kết: - Các kê khai trên là hoàn toàn đúng sự thật, nếu khai sai hoặc không đầy đủ thì cơ quan thuế có quyền từ chối cấp hóa đơn. - Quản lý hóa đơn do cơ quan Thuế phát hành đúng quy định của Nhà nước. Nếu vi phạm chúng tôi xin hoàn toàn chịu trách nhiệm trước pháp luật./. ...., ngày. …tháng...năm... NGƯỜI NỘP THUẾ hoặc ĐẠI DIỆN HỢP PHÁP CỦA NGƯỜI NỘP THUẾ (Chữ ký số, chữ ký điện tử của người nộp thuế) Mẫu số: 01/TH-HĐĐT BẢNG TỔNG HỢP DỮ LIỆU HÓA ĐƠN ĐIỆN TỬ GỬI CƠ QUAN THUẾ [01] Kỳ dữ liệu: Tháng …năm… hoặc quý...năm... [02] Lần đầu [ ] [03] Bổ sung lần thứ [ ] [04] Sửa đổi lần thứ [ ] [05] Tên người nộp thuế: ………………………… [06] Mã số thuế: Số:…….. Tổng giá Ký hiệu Mã số trị hàng mẫu số Ngày thuế Số Thuế Tổng Tổng Thông Số Tên hoá, dịch hóa tháng người Mặt lượng suất số tiền tin hóa Ghi STT hóa người vụ bán ra Trạng thái đơn, ký năm lập mua/mã hàng hàng thuế thuế thanh đơn liên chú đơn mua chưa có hiệu hóa hóa đơn khách hóa GTGT GTGT toán quan thuế đơn hàng GTGT 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Nguyễn X 1 1/1/2020 100 Mới A Nguyễn W 1 1/1/2020 10 Mới D Sửa thông tin trên bảng kê (Không phải hủy hóa đơn hoặc Nguyễn Z 1 1/1/2020 30 sai sót do tổng Z1 C hợp dữ liệu từ hóa đơn lên bảng tổng hợp bị sai)",dấu :,0.9,,ký hiệu:num
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p127,3,p75,num,6,2,2.,Nội dung đề nghị,"a) Đề nghị đăng ký mới hoặc bổ sung nội dung cung cấp thông tin hóa đơn điện tử, chứng từ điện tử với các chỉ tiêu thông tin như sau: STT Chỉ tiêu thông tin Mục đích sử dụng b) Cấp mới tài khoản truy cập Cổng thông tin hóa đơn điện tử, chứng từ điện tử theo danh sách sau: Điện thoại di Mục đích sử STT Họ và tên Đơn vị Thư điện tử Thời hạn sử dụng (tháng) động dụng c) Bổ sung thời hạn sử dụng tài khoản truy cập Cổng thông tin hóa đơn điện tử, chứng từ điện tử theo danh sách sau: STT Họ và tên Đơn vị Điện thoại di động Thư điện tử Tên tài khoản Thời hạn sử dụng (tháng) d) Chấm dứt sử dụng tài khoản truy cập Cổng thông tin hóa đơn điện tử, chứng từ điện tử theo danh sách sau: STT Họ và tên Đơn vị Điện thoại di động Thư điện tử Tên tài khoản Lý do thu hồi 3. Hình thức nhận văn bản trả lời: (Chọn một trong hai hình thức sau) □ Nhận văn bản giấy □ Nhận văn bản điện tử tại địa chỉ thư điện tử:................................................................... Chúng tôi cam kết truy cập Hệ thống dữ liệu hóa đơn điện tử của cơ quan Thuế đảm bảo bí mật nhà nước, bí mật thông tin của người nộp thuế theo quy định của pháp luật; thực hiện theo các hướng dẫn, thông báo của cơ quan thuế và phối hợp khi có yêu cầu của cơ quan thuế gửi đến địa chỉ thư điện tử chúng tôi đã đăng ký nêu trên theo quy định của pháp luật. Chúng tôi cam kết hoàn toàn chịu trách nhiệm quản lý và sử dụng tài khoản theo các quy định của cơ quan thuế và pháp luật về thuế. Trân trọng./. THỦ TRƯỞNG ĐƠN VỊ (Ký tên và đóng dấu) Mẫu số: 01/CCTT-NT TÊN CƠ QUAN CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM _______ Độc lập - Tự do - Hạnh phúc Số:.................. ________________________ V/v Đăng ký sử dụng hình thức ..., ngày...tháng...năm ... nhắn tin tra cứu thông tin hóa đơn điện tử, chứng từ điện tử Kính gửi: Tổng cục Thuế. □ Đăng ký mới",dấu :,0.9,,ký hiệu:num
017_ND_123-2020_Hoa_don_chung_tu.docx,vn-administrative,p143,4,p127,bullet,9,-,-,Địa chỉ,"........... .Điện thoại ................................... MST/MSĐVCQHVNS: - Số tài khoản:............................................. , tại.............................. ................................. - Bán theo Quyết định số....... ngày .... tháng ... năm .... của - Hình thức bán:.............................................................................................. - Người mua tài sản NN: ………………………………. - Đơn vị: ……………. Số Tài khoản……………………………… MST/MSĐVCQHVNS: - Hình thức thanh toán:........................................ - Địa điểm vận chuyển hàng đến(*): - Thời gian vận chuyển (*): Từ ngày … tháng ... năm... đến ngày... tháng... năm ... STT Tên tài sản Đơn vị tính Số lượng Đơn giá Thánh tiền (1) (2) (3) (4) (5) (6) Cộng tiền bán tài sản: ......................... Số tiền viết bằng chữ:....................... NGƯỜI MUA HÀNG THỦ TRƯỞNG ĐƠN VỊ (Chữ ký số (nếu có)) (Chữ ký điện tử, chữ ký số) Phần gia hạn thời gian vận chuyển (nếu có) - Lý do gia hạn:............................... - Thời gian gia hạn vận chuyển: Từ ngày... tháng ... năm ... đến ngày ... tháng... năm ... - Đơn vị gia hạn (Ký tên, đóng dấu):....................................................................................... Liên 1: Lưu hóa đơn gốc Liên 2: Giao cho khách hàng Liên 3: Dùng cho kế toán thanh toán Các chỉ tiêu có dấu (*) chỉ áp dụng đối với tài sản là hàng hóa nhập khẩu bị tịch thu Mẫu số 01/DTQG TÊN ĐƠN VỊ DỰ TRỮ: ........... (1) Mẫu số........ HÓA ĐƠN BÁN HÀNG DỰ TRỮ QUỐC GIA Ký hiệu:....",dấu :,0.9,,ký hiệu:bullet
018_ND_70-2025_Sua_doi_hoa_don_EN.docx,vn-administrative,p0,1,,,,,,018_ND_70-2025_Sua_doi_hoa_don_EN.pdf,,từ khóa,0.7,,đậm
018_ND_70-2025_Sua_doi_hoa_don_EN.docx,vn-administrative,p43,2,p0,alpha,8,a,a),"The enterprise, economic organization, other organization, business household, or business individual ceases the validity of its tax identification number; b) The enterprise, economic organization, other organization, business household, or business individual is verified and notified by the tax agency as not operating at the registered address; c) The enterprise, economic organization, other organization, business household, or business individual temporarily suspends business operations; temporarily ceases using e-invoices by submitting a written request to the tax agency (Form No. 01/DKTD-HDDT in Appendix IA to this Decree); a business household or business individual switches from the declaration method to the presumptive tax method or pays taxes on a per-occurrence basis as notified by the tax agency; d) The enterprise, economic organization, other organization, business household, or business individual receives a notification from the tax agency regarding the cessation of e-invoice usage for the purpose of enforcing tax debt recovery; .v n ie tn am dd) In cases where e-invoices are used for selling smuggled goods, prohibited goods, counterfeit goods, or intellectual property-infringing goods, Lu atV which are detected by a competent agency and reported to the tax agency; e) In cases where e-invoices are issued for fictitious sales of goods or provision of services with the purpose of appropriating funds from organizations or individuals, which are detected, prosecuted, and reported to the tax agency by a competent agency; and where the police agency, the procuracy, or the court issues a written request to the tax agency to suspend the use of e-invoices by the aforesaid organization or individual. g) Cases where the business registration agency or a competent state agency requests an enterprise to suspend business activities in conditional business lines upon detecting that the enterprise fails to meet business eligibility conditions as prescribed by law, or where a competent agency detects and reports to the tax agency that a taxpayer has committed violations of tax and invoice regulations; h) In cases where enterprises, economic organizations, other organizations, business households, or business individual using e-invoices generated from a cash register change their business lines, thereby failing to meet the conditions for using e-invoices generated from a cash register as prescribed in Clause 1 Article 11 of this Decree, the tax agency shall issue a notice requiring such taxpayers to cease using e-invoices generated from a cash register. i) In the course of tax inspection and examination, if the tax agency determines that a taxpayer has committed tax evasion, has been established for",,toàn bộ là heading,0.8,needs_split,ký hiệu:alpha
018_ND_70-2025_Sua_doi_hoa_don_EN.docx,vn-administrative,p55,2,p0,num,6,14,14.,"To amend the title of Article 22, amend and supplement Clause 3 and add Clause 6 to Article 22 as follows","a) To amend the title of Article 22 as follows: “Article 22. Responsibilities of sellers of goods and service providers using e-invoices without the tax agency’s code” b) To amend and supplement Clause 3 as follows: “3. Transmission of issued e-invoice data without the tax agency’s code to the tax agency through the General Department of Taxation’s e-portal (either directly or via an e-invoice service provider). a) Methods and time for transmitting e-invoice data a.1) E-invoice data shall be transmitted in the form of an e-invoice data summary using Form No. 01/TH-HDDT under Appendix IA to this Decree in the following cases: a.1.1) Provision of services in the fields of postal and telecommunications, insurance, banking and finance, air transportation, and securities. .v n a.1.2) Sale of goods that are electricity and water, provided that customer ie tn am identification codes or taxpayer identification numbers (TINs) are available. Lu atV a.1.3) Sale of goods and provision of services by overseas suppliers without a permanent establishment in Vietnam that engage in e-commerce, digital platform-based business, and other services in Vietnam. Sellers shall prepare an e-invoice data summary for goods sold and services provided on a monthly or quarterly basis (covering the period from the first to the last day of the month or quarter) using Form No. 01/TH-HDDT under Appendix IA to this Decree for submission to the tax agency no later than the deadline for filing the VAT declaration as prescribed in the Law on Tax Administration No. 38/2019/QH14 and its guiding documents. In cases where a large volume of invoices is generated, the aggregated report shall be divided in accordance with the tax agency’s standard data format to ensure data transmission and receipt requirements. For e-invoices submitted in an aggregated report, the seller shall update cancellation or adjustment information directly in the aggregated report of the subsequent periods instead of submitting a notification of incorrect e-invoices using Form No. 04/SS-HDDT under Appendix IA to this Decree to the tax agency. For invoices issued to reflect total revenue generated from buyers being non-business individuals on a daily or monthly basis according to the detailed list, the seller shall only transmit the e-invoice data without the accompanying detailed list to the tax agency.",dấu :,0.9,,ký hiệu:num
018_ND_70-2025_Sua_doi_hoa_don_EN.docx,vn-administrative,p61,3,p55,alpha,8,a,a),Obligations,"a.1) Provide services for receiving, transmitting, and storing e-invoice data with the General Department of Taxation after receiving it from service users (including e-invoice service providers that have not yet connected with the General Department of Taxation). a.2) Assign tax agency codes when authorized by the tax agency as notified; provide e-invoices with tax agency’s codes free of charge to subjects entrusted by the tax agency. b) Responsibilities: b.1) Establish a data transmission connection with the General Department of Taxation, ensuring continuity, security, and safety. b.2) Publicly announce and notify the operational methods and service quality on the service provider’s website. b.3) Ensure the confidentiality of e-invoice information. b.4) Promptly notify the General Department of Taxation of any issues .v n affecting the provision of e-invoice data transmission services with the tax ie tn am agency; cooperate with the General Department of Taxation in resolving any difficulties arising in the course of implementation. Lu atV b.5) Notify the General Department of Taxation and service users at least 30 days in advance of any plan on termination or suspension of service provision and propose handling measures to ensure service users' rights. b.6) Fulfill other obligations as agreed upon with the General Department of Taxation and service users.” 16. To amend and supplement Clause 1 Article 30 as follows: “1. Documents in the management of taxes, fees, and charges by the tax agency include: a) Tax withholding documents for personal income tax and tax withholding documents for business activities conducted on e-commerce and digital platforms. b) Receipts, including: b.1) Tax, fee, and charge receipts without a pre-printed face value; b.2) Tax, fee, and charge receipts with a pre-printed face value; b.3) Tax, fee, and charge receipts.” 17. To amend and supplement Article 31 as follows: “Article 31. Time of issuance of documents 1. At the time of personal income tax withholding or the collection of taxes,",dấu :,0.9,,ký hiệu:alpha
